Id,mrkdwn,da_true,ds_true,de_true,other_true
437,"Эта вакансия для тех, кто хочет *решать соревнования Kaggle в рабочее время*. Около половины рабочего времени нужно будет уделять участию (и победам) в соревах.

*Компания:* Family Office
*Город:* Санкт-Петербург
*Позиция:* ML Engineer, ML Researcher (пишите в :thread-please: , если знаете, как назвать эту должность лучше и понятнее)
*Уровень:* Junior/Middle
*Вилки* :fork: *:*
*Junior:* 90-160 тыс. руб. net
*Middle:* 160-250 тыс. руб. net

Я представляю холдинг IT/финансовых компаний. Отвечаю за развитие и заработок денег. Немного фактов о холдинге:
• В наших компаниях работает больше 650 человек;
• Нашими продуктами пользуется больше 10М клиентов;
• У нас несколько всемирно-известных брендов
• Живем и работаем в режиме секретности :sleuth_or_spy: (а на самом деле :pepe_foil:)
Расширяем отдел RnD, ищем новые подходы к решению существующих задач, открываем новые направления.

*Чем нужно будет заниматься:*
1. Kaggle: решение соревнований с целью попадания в топ, разбор лучших решений, совместная работа с руководителем по проверке гипотез в текущих и прошедших соревнованиях;

*А так же работа над одним или несколькими направлениями:*
2. AutoML: тратить меньше времени на задачи, которые мы уже умеем решать;
4. Time Series: классификация рынков и предсказание их поведения.
5. Portfolio Management: портфельное управление - ребалансировка, оценка и предсказание рисков/доходности;

*Требования для Junior:*
1. Теоретическая подготовка (probability theory, mathematical statistics, mathematical optimization, machine learning algorithms);
2. Практический опыт в сфере машинного обучения и анализа данных (data preparation, feature selection, model optimization, cross-validation);
3. Уверенное владение Python, numpy, pandas, sklearn, matplotlib/seaborn, xgboost/LightGBM/CatBoost;
4. Знакомство с Tensorflow/PyTorch;
5. Знание английского языка на уровне чтения технической литературы;

*Требования для Middle:*
Те же что и для Junior, а так же:
6. Уверенное владение Tensorflow/PyTorch;
7. Практический опыт в обучении DL-моделей;
8. Навыки создания воспроизводимых моделей и тестирования кода;

*Необязательно, но будет плюсом:*
9. Знание линейной алгебры;
10. Знание одной из доменных областей (физика, финансы);

*Условия:*
• Офис в СПб, м. Беговая, БЦ “Атлантик-Сити“;
• Отпуск 28 дней;
• Работа частично в офисе, частично удаленно;
• Собеседования проходят в онлайн формате.
Присылайте CV в личку на ODS <@U0FF52P7D>, либо в телегу  <https://t.me/rdegtiarev>",0,1,0,0
438,"*Компания:* Сбербанк
*Вакансия:* Data Scientist
*Город:* Москва
*Вилка:* 200-250 gross + ежегодная конкурентоспособная премия.

*Описание:*
Команда Клиентской аналитики Корпоративно-инвестиционного блока сильно расширяется и поэтому мы ищем специалистов по работе с данными. Проектов много, они разные.
Часть нашей работы вы можете увидеть здесь: <https://www.sberindex.ru/ru/>

Приведу *примеры задач*, которые делаю я и ребята вокруг меня:
- Отраслевые аналитические панели, прогноз объема рынка;
- Построение макро-экономических панелей, например, прогноз ВВП :solaris-os:, модели миграции и многое другое;
- Конкурентная аналитика: сравнение компании с медианой и квартилями нишевого рынка, поиск аномалий :julia:, прогноз KPI's (time series), характеристики top / bottom игроков, ключевые факторы различия;
- Гео-аналитика: соответствие спроса и предложения в локациях, оценка потенциала локации :2gis:;
- Аналитика миграции и туризма физических лиц;
- Бизнес-кейсы: увеличение клиентопотока, потенциала точек продаж :golf:;
т.е. всевозможный ML и анализ данных.

Данных до тучи и хранятся они в корпоративных хранилищах построенных на Hadoop, Teradata и всяких RDBMS.
Обрабатываем данные на собственном Hadoop кластере со Spark 2.4, python 3.x. Так же имеется GPU-кластер если будут нужны в нейросети.

Немного цифр для понимания масштабов и перспектив исследований:
- Более 80% корпоративного рынка РФ в нашем поле зрения. Из них более 2 млн компаний являются нашими клиентами и генерируют более 1 млрд транзакций ежедневно.
- 100 Терабайт памяти и ~7200 ядер cpu в песочницах для работы DS.

Рассматриваем кандидатов на позиции *Data Scientist* и *Data Analyst*.

*Требования:*
- Знание Машинного обучения и анализа данных;
- Не менее 2 лет в области Data Science / Аналитики данных, реализованные и внедренные решения (портфолио);
- Опыт постановки задач и проведения ad-hoc исследований, оценка их качества;
- Знание математики, алгоритмов и структур данных;
- Знание Python и библиотек стека анализа данных и ML (numpy, pandas, sciPy, scikit-learn, statsmodel, xgboost, lightgbm) :python:;
- Знание SQL (желательно advanced);
- Опыт работы с большими данными (Spark, Hive, Impala, Teradata), как преимущество :postgresql:

*Условия:*
- Хорошо мотивирующий оклад + система премирования (обсуждается индивидуально);
- Оформление по ТК РФ, расширенный ДМС, скидки от партнеров и льготные условия на продукты банка;
- Обучение в корп. университете, участие в конференциях, обучение вне компании (компенсируем);
- Атмосферу стартапа внутри одной из самых сильных компаний страны;
- Бесплатный фитнес, подземная многоуровневая парковка для сотрудников, комфортные условия труда со всеми необходимыми ресурсами для работы и отдыха;
- Офис на Кутузовской (Agile Home).

Пишите в личку или на почту <mailto:sitnikov.s.ni@sberbank.ru|sitnikov.s.ni@sberbank.ru>, скину телефон все подробно расскажу.
:sber_new:   ГО в Сбер     :sber_new:",0,1,0,0
439,"ODS, привет!

Мы продолжаем поиски тимлида. С радостью рассмотрим бодрых сеньоров с небольшим опытом менторства.

*Компания:* Северсталь
*Вакансия:* DS Team Lead
*Локация:* Москва
*Вилка:* 250-370 гросс + бонус 30 %

*Описание:*
Наши модели управляют агрегатами в плоском прокате с применением классического ML и Reinforcement learning, детектируют поверхностные дефекты листа, помогают экономить электроэнергию, определяют аномалии в работе оборудования и это не все! Мы ищем полного энтузиазма тимлида, который будет драйвить масштабные проекты в промышленном data science.

Некоторые наши проекты:
<https://www.severstal.com/rus/media/news/document45404.phtml>
<https://www.severstal.com/rus/media/news/document41379.phtml>
<https://www.severstal.com/rus/media/news/document38754.phtml>
<https://www.severstal.com/rus/media/news/document33683.phtml>

Наш конкурс на Kaggle: <https://www.kaggle.com/c/severstal-steel-defect-detection>
Статья на vc про конкурс: <https://vc.ru/severstal/151039-kaggle>
Статья на arxiv: <https://arxiv.org/pdf/2008.06933.pdf>
Causal inference на нашем стане: <https://towardsdatascience.com/causal-inference-for-a-steel-mill-1e4dff991501>

*Обязанности:*
•       Курировать проекты в рамках своего блока
·        Применять анализ данных, алгоритмы машинного обучения и оптимизации для решения производственных задач
·        Формулировать гипотезы и проводить эксперименты
•       Обрабатывать данные из внутренних баз данных и работать с внешними источниками информации
•       Активно общаться с технологами и будущими пользователями продукта, отлично разбираться в технологическом процессе
•       Помогать дата саентистам, делать code review
•       Участвовать в подборе и развитии дата саентистов
•       Тесно взаимодействовать с разработчиками, DE и архитекторами на этапе получения данных и вывода продукта в прод

*Требования:*
•       Умение структурировать свое исследование и проводить грамотный результативный EDA
•       Знание теории вероятностей и математической статистики
•       Отличное знание алгоритмов машинного обучения
•       Опыт менторства/управления командой
•       Python (numpy, pandas, matplotlib, scikit-learn, xgboost/lightgbm/catboost, tensorflow/pytorch)
•       Писать качественный код, уверенно пользоваться Git и Linux
•       Уверенный SQL
•       Опыт работы с Hadoop (Spark/Hive)
•       Приветствуется успешное участие в чемпионатах по машинному обучению

*Условия:*
•       Работа в профессиональной команде, которая готова делиться знаниями и опытом: мы проводим внутренние митапы и ездим на конференции
•       Офис на м. Войковская, МЦК Балтийская или МЦД Красный Балтиец
•       График работы 5/2 (40 часов в неделю), гибкое начало дня
•       Корпоративная мобильная связь, медицинская страховка и страхование жизни
•       Современное рабочее пространство и уютные зоны отдыха
•       Спортзал и велопарковка
•       Оплата дистанционных курсов и участия в международных конференциях
•       Возможность своими глазами увидеть процесс производства на металлургическом комбинате

Резюме присылайте на почту <mailto:vi.shlykova@severstal.com|vi.shlykova@severstal.com>, вопросы можно задавать мне =)",0,1,0,0
440,"Всем привет!

*Компания:* MGID
*Вакансия:* Lead Data Scientist
*Локация:* Киев (удаленно)
*Вилка:* 3000$-5000$ NET

*Описание:*
MGID — международная компания-лидер на рынке нативной рекламы, основанная в 2008 году. Платформа MGID помогает медиа монетизировать аудиторию, а брендам — донести правильное рекламное сообщение своим потребителям.
MGID предлагает комплексные решения: от планирования и разработки рекламной стратегии, до ее внедрения и оптимизации. Наши клиенты — крупные международные бренды (Renault, Domino’s, airbnb, PizzaHut, Qatar Airlines и пр.), медиахолдинги и сетевые агентства.
MGID — это:
— Одна из самых больших martech-компаний на украинском рынке;
— Собственная Highload платформа предоставляет 185 млрд контентных рекомендаций для 850 млн уникальных посетителей на более чем 60 языках на скорости до 400k rps;
— Победитель многочисленных премий за инновации и качество продукта в сфере AdTech;
— Штат более 700 сотрудников, работающих в офисах в США, Европе и Азии;
— Непрерывные инновации, обмен опытом и разработками между региональными командами.

*Обязанности:*
— Построение рекоммендационной системы;
— Определение данных о пользователе, которые необходимо использовать;
— Создание модели построения профилей пользователей;
— Кластеризация аудитории для персонализации рекламы;
— Оптимизация конверсионности показанной рекламы.

*Требования:*
— Опыт работы с web (большим количеством событий);
— Успешные кейсы работы с обезличенной аудиторией (профилирование пользователей, кластеризация, look-a- like);
— Глубокие знания принципов и основных алгоритмов машинного обучения, оценок качества моделей;
— Опыт построения и выведения моделей в production.Условия:
— Гибкий подход к графику. Для нас главное — результат и вовлеченность;
— Посещение профессиональных конференций по всему миру;
— Новейший офис в ТРЦ «Мармелад»;
— Курсы английского языка в офисе;
— Корпоративное участие в спортивных, эко- и социальных проектах. Как это бывает, тут: <http://www.facebook.com/MGID.inside|www.facebook.com/MGID.inside>;
— Возможность посещать лекции Академии MGID;
— «Премиум» пакет медицинской страховки

Резюме присылайте в личку или на почту <mailto:roman.kuzmych@mgid.com|roman.kuzmych@mgid.com>, вопросы можно тут или в личку.",0,1,0,0
441,"*Analyst /DS (Junior+/Middle)*
Компания – СберМаркет
Локация – Москва, м. Полянка

*О нас*
Мы - СберМаркет - онлайн-сервис, который помогает делать покупки у любимых ритейлеров, не выходя из дома. Проект вырос на базе Instamart - мы были небольшим, но гордым стартапом, который показал самые выдающиеся на рынке результаты. Благодаря этому в нас поверила и присоединила к себе самая мощная экосистема: Сбер+Mailru.

В команде Контента самое большое количество данных в компании. Команда отвечает за поиск, предсказание не найденных товаров, и за все наполнение сайта актуальными товарами, ценами и стоками в целом.

Мы ищем аналитика, которому интересны задачи по улучшению поиска, предсказанию out-of-stock и просто копать данные в поисках интересных аномалий.

*Что нужно делать*
• Вместе с командой аналитики сделать лучшую модель предсказания отмен-замен товаров (главная проблема e-grocery рынка)
• Самостоятельно генерировать гипотезы и проверять их (даем очень большую свободу и поддержку)
• Значительно увеличить релевантность поиска
• Помогать делать data-driven решения: уметь получить данные, интерпретировать их и сделать вывод
• Но самое главное – нужно приносить пользу бизнесу

*Чего ждем от кандидата*
• Большой уровень автономности и самостоятельности
• Структурированное мышление
• Занудство, чтобы докапываться до самой сути проблем
• Знание SQL/Python. Сильным плюсом будет знание и даже небольшой опыт ML

*Условия работы*
• Вилка: 90 - 170к net
• ДМС
• Офис в центре Москвы
• Очень гибкий график 

*Что дальше?*
Присылайте CV на <mailto:dmitriy.zborovskiy@sbermarket.ru|dmitriy.zborovskiy@sbermarket.ru> с пометкой ""Аналитик Content"" или в телеграмм @zborro! У нас топовая команда, собранная из Яндекса, McKinsey, Goldman Sachs, Gett, SkyEng, Mailru. Все эти люди будут тебя прокачивать и, надеемся, ты нас тоже научишь многому. В компании культура направлена на максимальную открытость и постоянное развитие. (edited)",1,1,0,0
442,"Привет всем! Работаю в шведской финтех компании. Ищем к себе Data Engineer.

*Position*: Data Engineer
*Location*: Stockholm, Sweden :flag-se: (we offer relocation)

*Who we are*
Lendo was born a startup in 2007 and this entrepreneurial spirit lives on today in our people who are creative and thrive in ambiguity. As we enter the next chapter of Lendo’s journey as a scale-up outside the Nordics - we are staffing up and need people who will work on interesting challenges and opportunities with purpose and other people.

*Who we think you will be at Lendo*

_Passionate about data and working as a Data Engineer in a global setting, enabling data driven analysis and educating on processes around data._

*What you will be doing*
• Work with analyst teams globally at Lendo to understand and fulfill their needs for data.
• Drive changes in database architecture through improving development practices and processes to enable data-driven decisions.
• Improve existing data sources and add new ones.
• Work with data integrity and data stability.
*We think this is you*
• Experience as a Developer or Data Engineer.
• Know your way around a relational database and database architecture and comfortable with SQL.
• Built or maintained data pipelines within the context ETL, ELT, streaming or batch data.
*What Lendo has been doing the last quarter*
• Exploring processes and tools for working with data.
• Started working with a more automated data collection platform.
• Working towards expanding our infrastructure on Google cloud platform.
• Expanding our data platform to several countries.
*We offer*
• *Money (33K to 52K SEK a month)*
• To help you keep your money, we also chip in on your pension and give you extra Schibsted shares for free if you join our share saving plan.
• Be a part of the biggest media house company in the Nordic with endless possibilities.
• Room for you to do things your way.
• 30 days of paid leave, as long as you promise to come back!
• We like to inspire your passion by giving you the opportunity to join events and conferences.
• Hackdays
• Weekly training hour
• Super central office location with awesome rooftop
• Extra paid parental leave
• 4 000 SEK health promotion allowance
• Company pension (ITP plan)
• Share saving &amp; matching plan (ESSP)
• Schibsted LearningLab
*What is next*
Please visit this link <https://emp.jobylon.com/jobs/43481-lendo-sverige-data-engineer/> and click “I’m interested” to submit your CV. We are in the middle of hyper growth and you will be working with a lot of bright people and be very close to the upper management.",0,0,1,0
443,"Business &amp; Technology Services, Eurasian Resources Group, г.Нур-Султан
Реализуем проекты на предприятиях Евразийской Группы (добыча, металлургия, энергетика, логистика).

Для распределенной команды Нур-Султан - Москва ищем руководителя группы DS в Москве.
В команду кроме DS входят бизнес аналитики, инженеры данных, разработчики.

Что делает команда:
- Сбор и подготовка данных (из баз данных производственных систем);
- Выявление в данных инсайтов, построение гипотез, их экспериментальное подтверждение;
- Выполнение полного цикла разработки аналитического решения: подготовка данных, отбор признаков, реализация модели и логики ограничений;
- Оценка соответствия бизнес-требованиям полученного решения (смысловое тестирование);
- Подготовка стенда для демонстрации заказчику и защиты проекта;
- Развертывание аналитического решения в production;
- Разработка сервисов автоматического мониторинга качества данных и бизнес-метрик продуктового решения;

Руководитель группы выполняет дополнительно:
- Набор группы в Москве, организация совместной работы
- Проектирование архитектуры решений, выбор и внедрение шаблонов
- Менторство и code-review других участников команды

Бизнес-задачи:
- Выявление и прогнозирование отклонений в технологических процессах;
- Оптимизация техпроцесса для увеличения выпуска / сокращения затрат;
- Оптимизация логистики и товарного баланса;
- Прогнозирование финансовых показателей.

Примеры техпроцессов:
- карьерная добыча руды;
- переработка железной руды;
- выплавка ферросплавов;
- электролиз алюминия;

От кандидата ожидаются:
- Опыт реализации production проектов класса DS/ML в промышленности;
- Умение доступно объяснить и презентовать результаты своей работы;
- Отличный математический и технический бекграунд в статистике, анализе данных и ML;
- Владение Python стеком анализа данных (pandas, numpy, scikit-learn, lightgbm, xgboost, statsmodels);
- Владение SQL для извлечения, обработки и анализа данных (MSSQL, PostgreSQL, MySQL);
- Опыт коллективной разработки и владение соответствующими технологиями (git, jira);
- Опыт работы в системах визуального проектирования (IBM SPSS, SAS Enterprise Miner, Knime и др.) является плюсом.

Что мы предлагаем:
- Зарплата: 300-350 тыс.руб. NET
- Ежегодный бонус до 30% по результатам проектов;
- Участие в профильных конференциях;
- Соцпакет (медстрахование, мобильная связь, пособия по важным событиям).

Резюме высылать на адрес <mailto:daniyar.zhussupbayev@erg.kz|daniyar.zhussupbayev@erg.kz>",0,1,0,0
444,"Всем привет!
Ищем *Junior+, Middle Data Scientist*'а.
*Вилка: 100-180 т.р. net.*
*Компания*: <http://Mail.ru|Mail.ru> Group, проект Predict.
*Офис:* Москва, Ленинградский пр., 37, удаленка до конца сентября.
*О нас*: Predict - проект <http://Mail.ru|Mail.ru> Group, занимающийся проектной деятельностью и созданием сервисов на основе моделей машинного обучения для внешних заказчиков. Прежде всего это сервисы связанные с маркетингом, розничными продажами, управлением рисками. В связи с принятием «дорожных карт по развитию сквозной цифровой технологии искусственный интеллект» большинством госкорпораций появляется возможность поучаствовать в их трансформации.
Всю работу в Predict'e можно разделить на продуктовую и проектную.
Продуктовая связана с развитием существующих сервисов (их инфраструктуры, моделей, подключением новых источников данных) и обработкой входящего потока заказов с коротким циклом разработки 2-3 недели.
Проектная работа, R&amp;D, длительный процесс по освоению новой для нас предметной области на данных заказчика.
Deep learning'a нет, есть deep mining :) Большой простор для создания признаков на основе структурированных и неструктурированных данных <http://mail.ru|mail.ru>. В backlog'е широкий спектр задач на табличных данных с любой спецификой (гео, логи, куки, немного текста).
По моему мнению вакансия может быть интересна тем, кто хочет вырасти в полноценного full-stack data scientist'a (DE, DS, MLE) при работе над сервисом или освоить новую предметную область на проектной работе, получив богатый опыт общения с заказчиком.
Бизнес аналитики в нашей группе нет.
*Требования:*
•  общая математическая культура (теория вероятностей и математическая статистика, линейная алгебра, теория оптимизации, алгоритмы и структуры данных, классический ML);
•  культура программирования (чистый код, git, bash);
•  python (numpy, pandas, sklearn, lightgbm/catboost);
•  SQL;
•  знакомство с экосистемой Hadoop (HDFS, Hive, Spark, Kafka), чем плотнее тем лучше;
•  airflow / luigi;
•  базовое понимание специфики текстовых данных: tf-idf, word embeddings и т. д.
Резюме направлять по адресу <mailto:aleksandr.mamaev@corp.mail.ru|aleksandr.mamaev@corp.mail.ru> или в telegram @Chessgevara. С удовольствием отвечу на вопросы по вакансии под cat'ом или в личке.",0,1,0,0
445,"Всем привет!

*Вакансия:* Computer Vision Scientist (junior/middle)
*Компания:* Tevian (Технологии видеоанализа)
*Локация:* Москва
*Формат:* офис, фултайм, гибкий график
*Вилка:* 90-130к gross junior, 140-200к gross middle.
*О компании:*
*Tevian* – российский разработчик систем компьютерного зрения и видеоаналитики, является резидентом Сколково. Основные направления работы – системы распознавания лиц, анализ медицинских изображений, распознавание документов и видеоаналитика для ритейла. Решения от Tevian лицензируется многими известными компаниями, работающими в области видеонаблюдения, систем контроля доступа и робототехники.
Мы активно развиваем существующие направления и берёмся за новые.
*Круг открытых задач:*
• ритейл – детекция и распознавание товаров и ценников, определение пустот на полках, анализ планограмм;
• распознавание документов – развитие и поддержка собственного движка OCR, определение фрода, читаемости документов; 
• анализ лиц – распознавание, классификация атрибутов, FQA (face quality assessment)
*Требования к junior:*
• классический набор python, scipy, opencv
• что-то из pytorch/tensorflow/mxnet
• linux, git 
• знание классического ML
• знакомство с основными нейросетевыми архитектурами в CV (Resnet/Mobilenet, SSD/YOLO, PSPNet/U-net/Deeplab), опыт их использования 
*От middle ожидаем то же, что от junior, плюс:*
• 1-3 года опыта работы в CV
• опыт сопровождения моделей от постановки эксперимента до интеграции в прод
• способность разбираться с SOTA подходами и воспроизводить их
• опыт контейнеризации экспериментов в Docker
*Будет плюсом:*
• участие в соревнованиях по машинному обучению
• диплом ШАД
• опыт работы с ONNX и TensorRT
• знание C++
*Мы предлагаем:*
• новый классный офис в ЖК «Садовые кварталы», 5 минут от м. Фрунзенская. 
• гибкий график 5/2 c возможностью выбора начала рабочего дня
• молодой коллектив выпускников ВМК МГУ
• широкий спектр интересных прикладных задач в разных областях CV
• доступ к кластеру с вычислительными ресурсами (более 50 видеокарт), выделенная видеокарта на рабочем месте
• ресурсы отдела разметки – более 10 человек, всегда готовых размечать данные для ваших задач
• испытательный срок – 3 месяца
*Контакты*
Резюме и вопросы присылайте нашему рекрутеру Карине <mailto:karina.sarkisian@tevian.ru|karina.sarkisian@tevian.ru> с темой «CV из ODS». Можно также вопросы писать здесь, я (<@U7NUGSC72>) или <@U493GDD8D> ответим.
*P.S.* Сайт у нас старый и неактуальный, руки не доходят сделать новый, клиентов находим не через него :)",0,1,0,0
446,"Всем привет.


*Компания:* Северсталь
*Локация:* Москва
*Вакансия: CV Team Lead*
*Вилка:* 200-300 на руки в месяц + 30 % от суммы годового дохода в качестве премий (30% — это не потолок, а ожидаемая сумма вознаграждения, обычно выплачиваем 30 % или больше). Готовы рассмотреть как синьора с небольшим опытом менторства, так и опытного тим лида.


Мы продолжаем развивать наше ML направление в Северстали, наши модели управляют обжиговыми машинами, помогают производить чугун, определяют неисправное оборудование по изображению и данным датчиков, детектируют поверхностные дефекты листа, управляют скоростью двух ключевых агрегатов на плоском прокате.

Наша команда расширяется, и мы ищем талантливого Computer Vision Team Lead, будем рады рассмотреть как опытного тим лида, так и сеньора с опытом менторства.

Подробнее о нас:

<https://www.youtube.com/watch?v=1Ir70moB9aQ&amp;t=9s|https://www.youtube.com/watch?v=1Ir70moB9aQ&amp;t=9s>– короткое видео с DataFest2019

<https://www.youtube.com/watch?v=6WglJwU-9i4&amp;list=FLHkRn1oNJwDiNoNyf3pRBug|https://www.youtube.com/watch?v=6WglJwU-9i4&amp;list=FLHkRn1oNJwDiNoNyf3pRBug> –видео с Severstal Data Science Meetup  

Как пример еще можно посмотреть наш конкурс на Kaggle:<https://www.kaggle.com/c/severstal-steel-defect-detection|https://www.kaggle.com/c/severstal-steel-defect-detection>


*Технологии*
Наш технологический стек включает в себя:

-   Python 3.x со стандартными DS пакетами (numpy, pandas, scikit-learn, xgboost/lightgbm, Tensorflow/Pytorch)
-   технологии Big Data (Hadoop, Hive, Spark)
-   Kubernetes, Docker  
      
*Задачи:*
-   Использование state of the art подходов в CV, в том числе применение алгоритмов из научных статей
-   Применять анализ данных и алгоритмы машинного обучения для решения производственных задач
-   Участвовать в развитии и подборе новых сотрудников команды
-   Участие в подборе и тестировании железа (например, новые камеры и датчики)
-   Тесное общение с технологами на производстве  
      
*Ожидания*:
-   Хорошее понимание основ компьютерного зрения (базовые морфологические операции, Discrete Fourier Transform, Hough transforms, Sobel derivatives)
-   Опыт  работы  в  одном  или  нескольких  областях: recognition, segmentation, tracking, action detection), object localization, multi-view geometry, optical flow, Generative Models, optimization, video object tracking, pixel-level semantic segmentation
-   Опыт работы с OpenCV
-   Опыт работы с Tensorflow и/или PyTorch/MXNet
-   Опыт управления командой
-   Плюсом будет понимание SLAM, VSLAM, particle filters, свободное владение C/C++ или схожими языками программирования
-   Приветствуется успешное участие в чемпионатах по машинному обучению и алгоритмам (например, Kaggle)  
      
*Что мы предлагаем:*
-   Оплату дистанционных курсов и участия в международных конференциях
-   Корпоративную мобильную связь, медицинскую страховку и страхование жизни
-   Спортзал и велопарковку
-   Возможность своими глазами увидеть процесс производства на металлургическом комбинате
-   Офис на м. Войковская/МЦК Балтийская

Пишите мне в личку или <@U6R8NDVDH> ",0,1,0,0
447,"Всем привет,

*Компания*: МИА Россия сегодня
*Город*: Москва, м. Парк культуры
*Позиция*: Senior Data Scientist/Team Lead
*Вилка*: 180-250K net, фултайм

Ищем Team Lead’а  с уклоном в NLP  и рекомендательные системы

*Что есть:*
·      команда ML инженеров и Data scientist’ов,
·      гигабайты текстов с 1998 года и терабайты фото (один из крупнейших фотобанков в России),
·      несколько версий рекомендательных систем на сайтах (20-25 млн. просмотров на сайтах в сутки), автомодерация комментариев, автотэгирование контента, автотестирование заголовков и т.д.
*Ближайшие задачи*: генерация текстов, обработка изображений (тот самый фотобанк), предсказание популярности контента в разных каналах

*Что ожидаем:*  
·      Опыт активной работы в DataScience и ML - от 3 лет
·      Хорошее знание теории вероятности и статистики
·      Уверенные знания Python, библиотек обработки данных, Unix shell
·      Приветствуется Redis, Go, Kafka, Spark, Clickhouse, Docker, Kubernetes 
·      Способность общаться с командой и координировать задачи
*Что еще, кроме работы:*
·      Участие в международных конференциях (после окончания коронавируса)
·      Фитнес в здании
·      ДМС
·      Психолог, врач в офисе
·      Детская комната
·      Метро Парк культуры, 10 минут пешком

Резюме лучше присылать по адресу <mailto:e.slinko@rian.ru|e.slinko@rian.ru> Елена или в личку",0,1,0,0
448,"Привет всем!
Ищем специалистов по работе с Computer Vision!

*Компания*: RoundU
*Город*: Вильнюс / Нижний Новгород (+ возможность удалённой работы)
*Вакансия*: Senior ML / Computer Vision
*Вилка:* 2500 - 4500 EUR

Мы занимаемся созданием CV решений в спорте. На данный момент это Баскетбол и Гольф.
Сейчас активно работаем над концепцией виртуального тренера - анализ техники игрока по видео и визуализация подсказок и рекомендаций. 
Но также решаем задачи спортивной аналитики на больших открытых площадках, на данный момент в Гольфе (Промо <https://vimeo.com/390763755>)

*Задачи которые придется решать:*
• Управление набором вращающихся (PTZ) камер
• Идентификация людей с дальних расстояний и низком качестве изображений по лицу и косвенным признакам
• Распознавание и классификация ударов и различных спортивных элементов
• Восстановление 3Д позы человека по съемке с нестрого калиброванных камер
• Портирование и оптимизация алгоритмов на мобильные устройства
Ищем человека, который бы помог в развитии продукта и присоединился к нашей команде в качестве Computer Vision эксперта для разработки алгоритмов и моделей. На эту позицию хотели бы найти опытного кандидата, именно в описанной области, который бы мог взять на себя ответственность по разработке решений и лидерству в небольшой команде CV разработчиков. 
Но также мы рассматриваем кандидатов с не таким большим опытом и в смежных областях, т.к. работы все еще больше чем тех кто ее может выполнить )

Мы стартап, работаем полтора года. Компактная и гибкая команда из 10 человек. Есть хорошие инвестиции и потенциал для развития продукта.
Возможна релокация в Вильнюс.
Всем спасибо, пишите в директ!",0,1,0,0
